Cluster,Time_Since_Fire,Avg_Home_Value
Tick Fire,-46.666666666666664,NA
Tick Fire,-45.63333333333333,NA
Tick Fire,-44.666666666666664,NA
Tick Fire,-43.63333333333333,NA
Tick Fire,-42.63333333333333,NA
Tick Fire,-41.6,87.39526827893334
Tick Fire,-40.6,88.22057175430615
Tick Fire,-39.56666666666667,88.65254976174474
Tick Fire,-38.53333333333333,87.90622106719623
Tick Fire,-37.53333333333333,89.29717533475566
Tick Fire,-36.5,89.01432726228656
Tick Fire,-35.5,89.4058201823571
Tick Fire,-34.46666666666667,88.81019113661138
Tick Fire,-33.43333333333333,89.57392850604279
Tick Fire,-32.5,90.11417590811702
Tick Fire,-31.466666666666665,89.78736309020498
Tick Fire,-30.466666666666665,91.10943941339778
Tick Fire,-29.433333333333334,92.14312297234893
Tick Fire,-28.433333333333334,92.82132789216509
Tick Fire,-27.4,92.00931489228967
Tick Fire,-26.366666666666667,92.25326683435412
Tick Fire,-25.366666666666667,91.42506353795457
Tick Fire,-24.333333333333332,91.5711246599155
Tick Fire,-23.333333333333332,91.55413539202023
Tick Fire,-22.3,92.13874202370455
Tick Fire,-21.266666666666666,93.35693795419843
Tick Fire,-20.333333333333332,94.50145893316778
Tick Fire,-19.3,96.50670337785692
Tick Fire,-18.3,98.00076907585452
Tick Fire,-17.266666666666666,97.20044530264585
Tick Fire,-16.266666666666666,94.5759573550264
Tick Fire,-15.233333333333333,92.66481597035552
Tick Fire,-14.2,92.52029836783493
Tick Fire,-13.2,94.9901096541964
Tick Fire,-12.166666666666666,97.48828522956154
Tick Fire,-11.166666666666666,98.01593100933327
Tick Fire,-10.133333333333333,98.54357678910497
Tick Fire,-9.1,97.70300948491254
Tick Fire,-8.166666666666666,99.00380676331207
Tick Fire,-7.133333333333334,100.63636183543167
Tick Fire,-6.133333333333334,101.54148297463597
Tick Fire,-5.1,100.76274088046935
Tick Fire,-4.1,100.53285392869613
Tick Fire,-3.066666666666667,99.30049187551359
Tick Fire,-2.033333333333333,100.22379599246591
Tick Fire,-1.0333333333333334,100.47571213202049
Tick Fire,0,103.1366950149706
Tick Fire,1,103.09353665840486
Tick Fire,2.033333333333333,103.70273952838089
Tick Fire,3.066666666666667,101.70632721416686
Tick Fire,4.033333333333333,103.20536594733846
Tick Fire,5.066666666666666,102.55992372809905
Tick Fire,6.066666666666666,102.37219419342583
Tick Fire,7.1,99.612831401213
Tick Fire,8.1,98.29217618741707
Tick Fire,9.133333333333333,98.50239153154703
Tick Fire,10.166666666666666,99.38448381507672
Tick Fire,11.166666666666666,101.54763908083967
Tick Fire,12.2,102.13259136830817
Tick Fire,13.2,102.77924518418648
Tick Fire,14.233333333333333,102.93321357957647
Tick Fire,15.266666666666667,101.78104303253276
Tick Fire,16.2,101.59948677029166
Tick Fire,17.233333333333334,100.8432288325376
Tick Fire,18.233333333333334,105.25243410612471
Tick Fire,19.266666666666666,108.39957987855814
Tick Fire,20.266666666666666,112.510429702342
Tick Fire,21.3,111.30023611651248
Tick Fire,22.333333333333332,112.1530646854419
Tick Fire,23.333333333333332,111.35788226121701
Tick Fire,24.366666666666667,113.02346380043018
Tick Fire,25.366666666666667,114.10958120135805
Tick Fire,26.4,114.77481370833829
Tick Fire,27.433333333333334,115.76057640556567
Tick Fire,28.366666666666667,117.2236195075314
Tick Fire,29.4,121.21499297506647
Tick Fire,30.4,122.28846390956924
Tick Fire,31.433333333333334,122.24176337594868
Tick Fire,32.43333333333333,122.29198341024832
Tick Fire,33.46666666666667,124.02971854929244
Tick Fire,34.5,125.10924589871696
Tick Fire,35.5,124.55176657033371
Tick Fire,36.53333333333333,122.54543662660937
Tick Fire,37.53333333333333,124.62045606765972
Tick Fire,38.56666666666667,117.94868378037006
Tick Fire,39.6,118.70690515318113
Tick Fire,40.53333333333333,118.36469410123895
Tick Fire,41.56666666666667,126.81825685136157
Tick Fire,42.56666666666667,129.35082939463263
Tick Fire,43.6,131.74125179140083
Tick Fire,44.6,132.6797664159004
Tick Fire,45.63333333333333,135.29533606281677
Tick Fire,46.666666666666664,134.64748281500954
Tick Fire,47.666666666666664,135.0458958444119
Tick Fire,48.7,134.49967251795348
Tick Fire,49.7,134.6128561163433
Tick Fire,50.733333333333334,134.77267005755317
Tick Fire,51.766666666666666,133.23025811445348
Tick Fire,52.733333333333334,132.2585259479033
Tick Fire,53.766666666666666,133.5680905913532
Tick Fire,54.766666666666666,135.42785858310492
Tick Fire,55.8,136.5088321342898
Tick Fire,56.8,135.90689702155993
Tick Fire,57.833333333333336,138.04419367426485
Tick Fire,58.86666666666667,139.08209330129625
Tick Fire,59.86666666666667,138.23123363518545
Tick Fire,60.9,136.51953529888874
Tick Fire,61.9,134.62512916431857
Tick Fire,62.93333333333333,135.8827793183759
Tick Fire,63.96666666666667,135.68266988125387
